REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn08656_c0	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	NONE	CHRIS FILE	1679	1
rxn08656_c0	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NONE	CHRIS FILE	1679	1
rxn08656_c0	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	NONE	CHRIS FILE	1679	1
rxn01029_c0	Agmatine deiminase (EC 3.5.3.12)	NONE	Hope|MATT FILE|MATT FILE	101349	1
rxn01029_c0	Agmatine deiminase (EC 3.5.3.12)	NONE	Hope|MATT FILE|MATT FILE	101350	1
rxn09198_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE|CHRIS FILE	1445	1
rxn09198_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE|CHRIS FILE	1907	1
rxn01671_c0	Ribosylnicotinamide kinase (EC 2.7.1.22)	NONE	Hope|MATT FILE	101351	1
rxn01671_c0	Ribosylnicotinamide kinase, eukaryotic (EC 2.7.1.22)	NONE	Hope|MATT FILE	101352	1
rxn01362_c0	Orotate phosphoribosyltransferase (EC 2.4.2.10)	De_Novo_Pyrimidine_Synthesis	Hope|MATT FILE|CHRIS FILE	1446	1
rxn00231_c0	Aliphatic amidase amiE (EC 3.5.1.4)	NONE	CHRIS FILE	1450	1
rxn09106_c0	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn09106_c0	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1963	1
rxn05598_c0	Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component	NONE	CHRIS FILE	1451	1
rxn05598_c0	Predicted rhamnose oligosaccharide ABC transport system, permease component 2	NONE	CHRIS FILE	1451	1
rxn05598_c0	Predicted rhamnose oligosaccharide ABC transport system, permease component	NONE	CHRIS FILE	1451	1
rxn10270_c0	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn10270_c0	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1970	1
rxn02929_c0	Dihydrodipicolinate reductase (EC 1.3.1.26)	NONE	Hope|MATT FILE|CHRIS FILE	1452	1
rxn08846_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08846_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn05450_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	CHRIS FILE	1453	1
rxn06493_c0	Glycine cleavage system H protein	NONE	CHRIS FILE|CHRIS FILE	1512	1
rxn06493_c0	Glycine cleavage system H protein	NONE	CHRIS FILE|CHRIS FILE	1836	1
rxn06493_c0	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	NONE	CHRIS FILE	1836	1
rxn06493_c0	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	NONE	CHRIS FILE	1512	1
rxn06493_c0	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	NONE	CHRIS FILE	1512	1
rxn06493_c0	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	NONE	Hope|MATT FILE|CHRIS FILE	1834	1
rxn02402_c0	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	NONE	Hope|MATT FILE|CHRIS FILE	1456	1
rxn03243_c0	3-ketoacyl-CoA thiolase (EC 2.3.1.16)	NONE	Hope|CHRIS FILE	1460	1
rxn03243_c0	3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)	NONE	CHRIS FILE	1462	1
rxn03040_c0	5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	NONE	Hope|MATT FILE	101353	1
not_in_KEGG_c0	CoA-acylating propionaldehyde dehydrogenase	NONE	Hope|MATT FILE	101354	1
rxn03974_c0	FMN reductase (EC 1.5.1.29)	NONE	CHRIS FILE	2021	1
rxn05375_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	1469	1
rxn05375_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	1469	1
rxn05375_c0	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1975	1
rxn01398_c0	Pyridoxal phosphatase (EC 3.1.3.74)	NONE	Hope|MATT FILE	101355	1
rxn10224_c0	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	1472	1
rxn00351_c0	Glutathione biosynthesis bifunctional protein gshF (EC 6.3.2.2)(EC 6.3.2.3)	NONE	MATT FILE	101356	1
rxn00351_c0	Predicted alternative glutathione synthetase (EC 6.3.2.3)	NONE	MATT FILE	101357	1
rxn00351_c0	Glutathione synthetase (EC 6.3.2.3)	NONE	MATT FILE	101358	1
rxn00351_c0	Glutathione synthetase (EC 6.3.2.3)	Glutathione_Redox_Metabolism_3	Hope|MATT FILE	101359	1
rxn10231_c0	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	1483	1
rxn02811_c0	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	NONE	Hope|MATT FILE|CHRIS FILE	1487	1
rxn02811_c0	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	NONE	Hope|MATT FILE|CHRIS FILE	1487	1
rxn05939_c0	2-oxoglutarate oxidoreductase, alpha subunit (EC 1.2.7.3)	NONE	Hope|MATT FILE	101360	1
rxn05939_c0	2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)	NONE	Hope|MATT FILE	101361	1
rxn05939_c0	2-oxoglutarate oxidoreductase, gamma subunit (EC 1.2.7.3)	NONE	Hope|MATT FILE	101362	1
rxn05939_c0	2-oxoglutarate oxidoreductase, delta subunit, putative (EC 1.2.7.3)	NONE	Hope|MATT FILE	101363	1
rxn00333_c0	Glycolate oxidase (EC 1.1.3.15)	NONE	Hope|MATT FILE	101364	1
rxn00333_c0	Predicted glycolate dehydrogenase, 2-subunit type (EC 1.1.99.14), iron-sulfur subunit GlcF	NONE	CHRIS FILE	1491	1
rxn00333_c0	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	NONE	CHRIS FILE	1491	1
rxn00333_c0	Putative glycolate oxidase subunit D (EC 1.1.3.15)	NONE	CHRIS FILE	1492	1
rxn10262_c0	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	1490	1
rxn04673_c0	1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.-)	NONE	Hope|MATT FILE	101365	1
rxn01286_c0	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1493	1
rxn01286_c0	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1493	1
rxn08469_c0	Alkanesulfonate monooxygenase (EC 1.14.14.5)	NONE	CHRIS FILE	1492	1
rxn07122_c0	Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	NONE	Hope	101366	0
rxn05610_c0	Phosphocarrier protein of PTS system	NONE	CHRIS FILE	1500	2
rxn05610_c0	PTS system, mannose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	1500	1
rxn05610_c0	PTS system, mannose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1500	1
rxn05610_c0	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE|CHRIS FILE	1500	2
rxn05610_c0	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE|CHRIS FILE	1500	2
rxn05610_c0	PTS system, mannose-specific IIA component (EC 2.7.1.69)	NONE	CHRIS FILE	1500	1
rxn05610_c0	PTS system, mannose-specific IID component (EC 2.7.1.69)	NONE	CHRIS FILE	3057	1
rxn00199_c0	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	NONE	Hope|MATT FILE|CHRIS FILE	556	1
rxn01705_c0	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	1501	1
rxn01019_c0	Ornithine carbamoyltransferase (EC 2.1.3.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1505	1
rxn01019_c0	Ornithine carbamoyltransferase (EC 2.1.3.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1505	1
rxn01019_c0	Ornithine carbamoyltransferase (EC 2.1.3.3)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1505	1
rxn00412_c0	CTP synthase (EC 6.3.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	1506	1
rxn03167_c0	Alkaline phosphatase (EC 3.1.3.1)	NONE	CHRIS FILE	1507	1
rxn03167_c0	Putative DHNTP pyrophosphatase	NONE	Hope|MATT FILE	101367	1
rxn05457_c0	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NONE	CHRIS FILE	1509	1
rxn10094_c0	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	NONE	CHRIS FILE	2005	1
rxn08310_c0	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	1889	1
rxn03917_c0	Phosphoheptose isomerase (EC 5.3.1.-)	NONE	Hope|MATT FILE	101368	1
rxn03917_c0	Phosphoheptose isomerase 1 (EC 5.3.1.-)	NONE	Hope|MATT FILE	101369	1
rxn03917_c0	Phosphoheptose isomerase 2 (EC 5.3.1.-)	NONE	Hope|MATT FILE	101370	1
rxn05573_c0	Glucose/mannose:H+ symporter GlcP	NONE	CHRIS FILE	1514	1
rxn05573_c0	Homolog of fucose/glucose/galactose permeases	NONE	CHRIS FILE	3048	1
rxn03135_c0	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	NONE	Hope|MATT FILE|CHRIS FILE	1515	1
rxn03135_c0	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	XXBOB	Hope|MATT FILE|CHRIS FILE	1515	1
rxn03135_c0	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	NONE	Hope|MATT FILE|CHRIS FILE	1515	1
rxn00469_c0	Acetylornithine deacetylase (EC 3.5.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	1518	1
rxn00469_c0	Acetylornithine deacetylase (EC 3.5.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	1518	1
rxn05655_c0	Phosphocarrier protein of PTS system	NONE	CHRIS FILE	1516	2
rxn05655_c0	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE	1516	2
rxn05655_c0	PTS system, sucrose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1516	1
rxn05655_c0	PTS system, sucrose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	1516	1
rxn12512_c0	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	NONE	Hope|MATT FILE	101371	1
rxn09272_c0	Fumarate reductase subunit C	NONE	CHRIS FILE	1680	1
rxn09272_c0	Succinate dehydrogenase hydrophobic membrane anchor protein	NONE	CHRIS FILE	1680	1
rxn09272_c0	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	NONE	CHRIS FILE	2029	1
rxn09272_c0	Succinate dehydrogenase cytochrome b558 subunit	NONE	CHRIS FILE	1680	1
rxn09272_c0	Succinate dehydrogenase cytochrome b-556 subunit	NONE	CHRIS FILE	1680	1
rxn09272_c0	Fumarate reductase subunit D	NONE	CHRIS FILE	1680	1
rxn09272_c0	Fumarate reductase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE	1680	1
rxn09272_c0	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE|CHRIS FILE	1997	1
rxn09272_c0	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	NONE	CHRIS FILE|CHRIS FILE	2029	1
rxn00686_c0	Alternative dihydrofolate reductase 2	NONE	Hope|MATT FILE	101372	1
rxn00686_c0	Dihydrofolate reductase (EC 1.5.1.3)	EC49-61	Hope|MATT FILE|CHRIS FILE	1525	1
rxn00686_c0	Dihydrofolate reductase (EC 1.5.1.3)	NONE	Hope|MATT FILE|CHRIS FILE	1525	1
rxn00686_c0	FolM Alternative dihydrofolate reductase 1	NONE	Hope|MATT FILE	101373	1
rxn02061_c0	Spermine synthase (EC 2.5.1.22)	NONE	Hope|MATT FILE	101374	1
rxn00301_c0	Nucleoside triphosphate pyrophosphohydrolase MazG	NONE	Hope|MATT FILE	101375	1
rxn08201_c0	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	NONE	CHRIS FILE	1922	1
rxn09126_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1937	1
rxn00791_c0	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	NONE	Hope|MATT FILE|CHRIS FILE	1532	1
rxn09201_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE	1910	1
rxn05847_c0	DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)	NONE	Hope	101376	0
rxn05847_c0	DNA-directed RNA polymerase subunit A (EC 2.7.7.6)	NONE	Hope	101377	0
rxn05847_c0	DNA-directed RNA polymerase subunit K (EC 2.7.7.6)	NONE	Hope	101378	0
rxn05847_c0	DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)	NONE	Hope	101379	0
rxn05847_c0	DNA-directed RNA polymerase subunit B (EC 2.7.7.6)	NONE	Hope	101380	0
rxn05847_c0	DNA-directed RNA polymerase subunit E''	NONE	Hope	101381	0
rxn05847_c0	DNA-directed RNA polymerase subunit P (EC 2.7.7.6)	NONE	Hope	101382	0
rxn05847_c0	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	NONE	Hope	101383	0
rxn05847_c0	DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	NONE	Hope	101384	0
rxn05847_c0	DNA-directed RNA polymerase subunit D (EC 2.7.7.6)	NONE	Hope	101385	0
rxn05847_c0	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	NONE	Hope	101386	0
rxn05847_c0	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	NONE	Hope	101387	0
rxn05847_c0	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	NONE	Hope	101388	0
rxn05847_c0	DNA-directed RNA polymerase subunit F (EC 2.7.7.6)	NONE	Hope	101389	0
rxn05847_c0	DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)	NONE	Hope	101390	0
rxn05847_c0	DNA-directed RNA polymerase subunit H (EC 2.7.7.6)	NONE	Hope	101391	0
rxn05847_c0	DNA-directed RNA polymerase subunit N (EC 2.7.7.6)	NONE	Hope	101392	0
rxn05847_c0	DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)	NONE	Hope	101393	0
rxn05847_c0	DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)	NONE	Hope	101394	0
rxn05847_c0	DNA-directed RNA polymerase subunit L (EC 2.7.7.6)	NONE	Hope	101395	0
rxn05847_c0	DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)	NONE	Hope	101396	0
rxn05847_c0	DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)	NONE	Hope	101397	0
rxn05847_c0	DNA-directed RNA polymerase subunit M (EC 2.7.7.6)	NONE	Hope	101398	0
rxn05494_c0	D-serine/D-alanine/glycine transporter	NONE	CHRIS FILE|CHRIS FILE	1533	1
rxn05494_c0	D-serine/D-alanine/glycine transporter	NONE	CHRIS FILE|CHRIS FILE	2035	1
rxn05494_c0	Sodium:alanine symporter family protein	NONE	CHRIS FILE	1683	1
rxn05494_c0	D-serine D-alanine glycine transporter	NONE	CHRIS FILE	1667	1
rxn05494_c0	D-alanine glycine permease DagA	NONE	CHRIS FILE	2035	1
rxn12432_c0	Malonate transporter, MadM subunit	NONE	CHRIS FILE	1668	1
rxn12432_c0	Malonate transporter, MadL subunit	NONE	CHRIS FILE	1668	1
rxn08040_c0	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	NONE	CHRIS FILE	1535	1
rxn01236_c0	Butyrate kinase (EC 2.7.2.7)	NONE	Hope|MATT FILE|CHRIS FILE	1537	1
rxn08084_c0	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NONE	CHRIS FILE	1928	1
rxn01663_c0	Saccharopine dehydrogenase [NADP , L-glutamate-forming] (EC 1.5.1.10)	NONE	Hope|MATT FILE|MATT FILE	101399	1
rxn01663_c0	Saccharopine dehydrogenase [NADP , L-glutamate-forming] (EC 1.5.1.10)	NONE	Hope|MATT FILE|MATT FILE	101400	1
rxn10120_c0	Respiratory nitrate reductase subunit, conjectural (EC 1.7.99.4)	NONE	CHRIS FILE	2038	1
rxn10120_c0	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120_c0	Cytochrome c-type protein NapC	NONE	CHRIS FILE	1680	1
rxn10120_c0	Polyferredoxin NapH (periplasmic nitrate reductase)	NONE	CHRIS FILE	1680	1
rxn10120_c0	Periplasmic nitrate reductase precursor (EC 1.7.99.4)	NONE	CHRIS FILE	2039	1
rxn10120_c0	Nitrate reductase cytochrome c550-type subunit	NONE	CHRIS FILE	1680	1
rxn10120_c0	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	NONE	CHRIS FILE	2037	1
rxn10120_c0	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120_c0	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120_c0	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	NONE	CHRIS FILE	2036	1
rxn10120_c0	Ferredoxin-type protein NapG (periplasmic nitrate reductase)	NONE	CHRIS FILE	1680	1
rxn01636_c0	Glutamate N-acetyltransferase (EC 2.3.1.35)	NONE	Hope|MATT FILE|CHRIS FILE	1540	1
rxn01636_c0	Glutamate N-acetyltransferase (EC 2.3.1.35)	NONE	Hope|MATT FILE|CHRIS FILE	1540	1
rxn00914_c0	Inosine-guanosine kinase (EC 2.7.1.73)	NONE	Hope|MATT FILE	101401	1
rxn05170_c0	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	NONE	CHRIS FILE	1543	1
rxn05170_c0	Maltose/maltodextrin ABC transporter, permease protein MalF	NONE	CHRIS FILE	1546	1
rxn05170_c0	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	NONE	CHRIS FILE	1546	1
rxn05170_c0	Predicted rhamnose oligosaccharide ABC transport system, permease component	NONE	CHRIS FILE	1549	1
rxn05170_c0	Multiple sugar ABC transporter, substrate-binding protein	NONE	CHRIS FILE	1543	1
rxn05170_c0	Predicted rhamnose oligosaccharide ABC transport system, permease component 2	NONE	CHRIS FILE	1549	1
rxn05170_c0	Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component	NONE	CHRIS FILE	1549	1
rxn05170_c0	Multiple sugar ABC transporter, ATP-binding protein	NONE	CHRIS FILE	1544	1
rxn05170_c0	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	NONE	CHRIS FILE	1543	1
rxn05170_c0	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	NONE	CHRIS FILE	3017	1
rxn05170_c0	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	NONE	CHRIS FILE	3018	1
rxn05170_c0	Maltose/maltodextrin ABC transporter, permease protein MalG	NONE	CHRIS FILE	1546	1
rxn02303_c0	Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)	NONE	Hope|MATT FILE	101402	1
rxn02303_c0	Putative coproporphyrinogen III oxidase of BS HemN-type, oxygen-independent (EC 1.3.99.22), in heat shock gene cluster	NONE	CHRIS FILE	1683	1
rxn12850_c0	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn12850_c0	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn12850_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn12850_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn12850_c0	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn12850_c0	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn12850_c0	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn12850_c0	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn12850_c0	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn12850_c0	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn12850_c0	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn12850_c0	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn00490_c0	Arogenate dehydratase (EC 4.2.1.91)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	101403	1
rxn00490_c0	Arogenate dehydratase (EC 4.2.1.91)	NONE	Hope|MATT FILE	101404	1
rxn05411_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1556	1
rxn10124_c0	NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124_c0	NADH oxidase (EC 1.6.99.3)	NONE	CHRIS FILE	2047	1
rxn10124_c0	NADH-quinone oxidoreductase chain F 2 (EC 1.6.99.5)	NONE	CHRIS FILE	2028	1
rxn10124_c0	NAD(P)H-quinone oxidoreductase subunit 3 (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124_c0	NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124_c0	NAD(P)H-quinone oxidoreductase chain 5 (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124_c0	NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124_c0	NAD(P)H-quinone oxidoreductase chain K (EC 1.6.5.2)	NONE	CHRIS FILE	2027	1
rxn10124_c0	NADH-quinone oxidoreductase subunit 15 (EC 1.6.99.5)	NONE	CHRIS FILE	2028	1
rxn00756_c0	Choline-sulfatase (EC 3.1.6.6)	NONE	Hope|MATT FILE	101405	1
rxn01579_c0	Delta 1-piperideine-2-carboxylate reductase (EC 1.5.1.21)	NONE	Hope|MATT FILE	101406	1
rxn03843_c0	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03843_c0	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03843_c0	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03843_c0	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	NONE	Hope|MATT FILE|CHRIS FILE	1560	1
rxn03086_c0	N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)	NONE	Hope|MATT FILE|CHRIS FILE	1561	1
rxn03086_c0	N-acetyl-L,L-diaminopimelate aminotransferase, possible (EC 2.6.1.-)	NONE	Hope|MATT FILE	101407	1
rxn00778_c0	Phosphopentomutase (EC 5.4.2.7)	NONE	Hope|MATT FILE|CHRIS FILE	1683	1
rxn10260_c0	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	1562	1
rxn06672_c0	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	NONE	Hope|MATT FILE|CHRIS FILE	1567	1
rxn06672_c0	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	NONE	Hope|MATT FILE|CHRIS FILE	1567	1
rxn06672_c0	Biotin operon repressor	NONE	CHRIS FILE	1567	1
rxn06672_c0	Biotin-protein ligase (EC 6.3.4.15)	NONE	CHRIS FILE	1567	1
rxn03087_c0	N-succinyldiaminopimelate aminotransferase (EC 2.6.1.17)	NONE	CHRIS FILE	2046	1
rxn03087_c0	N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	NONE	Hope|MATT FILE	101408	1
rxn03087_c0	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	NONE	Hope|MATT FILE	101409	1
rxn05012_c0	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	NONE	Hope|MATT FILE	101410	1
rxn01329_c0	Phosphomannomutase (EC 5.4.2.8)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1572	1
rxn01329_c0	Phosphomannomutase (EC 5.4.2.8)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1572	1
rxn04047_c0	Cobalt-precorrin-3b C17-methyltransferase	NONE	Hope|MATT FILE	101411	1
rxn05177_c0	Thiamin ABC transporter, substrate-binding component	NONE	CHRIS FILE	3024	1
rxn05177_c0	Thiamin ABC transporter, ATPase component	NONE	CHRIS FILE	3024	1
rxn05177_c0	Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	NONE	CHRIS FILE	1574	1
rxn05177_c0	Thiamin ABC transporter, transmembrane component	NONE	CHRIS FILE	3024	1
rxn05177_c0	Duplicated ATPase component YkoD of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	NONE	CHRIS FILE	1574	1
rxn05177_c0	Additional substrate-binding component of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	NONE	CHRIS FILE	1574	1
rxn09141_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1952	1
rxn01353_c0	Nucleoside diphosphate kinase (EC 2.7.4.6)	NONE	CHRIS FILE	1576	1
rxn10289_c0	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)	NONE	CHRIS FILE	2023	1
rxn10238_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	1585	0
rxn00077_c0	NAD kinase (EC 2.7.1.23)	NONE	Hope|MATT FILE|CHRIS FILE	1586	1
rxn00247_c0	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NONE	Hope|MATT FILE|CHRIS FILE	1589	1
rxn00247_c0	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	NONE	Hope|MATT FILE|CHRIS FILE	1589	1
